PDB_ID	Oligomer_type	Experimental_method	Resolution(Å)	Chain_ID	Uniprot_ID	Covered_residues	Coverage
2JCC	hetero_pentamer	X-ray diffraction	2.5	A	P04439	274	0.806
2JCC	hetero_pentamer	X-ray diffraction	2.5	H	P04439	274	0.806
2JCC	hetero_pentamer	X-ray diffraction	2.5	B	P61769	98	1.0
2JCC	hetero_pentamer	X-ray diffraction	2.5	I	P61769	98	1.0
2JCC	hetero_pentamer	X-ray diffraction	2.5	C	Q9NPA0	8	0.0
2JCC	hetero_pentamer	X-ray diffraction	2.5	J	Q9NPA0	8	0.0
2JCC	hetero_pentamer	X-ray diffraction	2.5	E	P01849	78	0.581
2JCC	hetero_pentamer	X-ray diffraction	2.5	L	P01849	78	0.581
2JCC	hetero_pentamer	X-ray diffraction	2.5	F	Not Mapped	Not Mapped	Not Mapped
2JCC	hetero_pentamer	X-ray diffraction	2.5	M	Not Mapped	Not Mapped	Not Mapped
2NU0	hetero_dimer	X-ray diffraction	1.95	E	P00777	184	0.709
2NU0	hetero_dimer	X-ray diffraction	1.95	I	P68436	50	0.911
2NU1	hetero_dimer	X-ray diffraction	1.8	E	P00777	184	0.709
2NU1	hetero_dimer	X-ray diffraction	1.8	I	P68436	50	0.911
2NU2	hetero_dimer	X-ray diffraction	1.65	E	P00777	184	0.709
2NU2	hetero_dimer	X-ray diffraction	1.65	I	P68390	50	0.276
2NU4	hetero_dimer	X-ray diffraction	1.75	E	P00777	184	0.709
2NU4	hetero_dimer	X-ray diffraction	1.75	I	P68390	50	0.276
2OI9	hetero_tetramer	X-ray diffraction	2.35	A	P01897	178	0.53
2OI9	hetero_tetramer	X-ray diffraction	2.35	B	P01738	109	1.0
2OI9	hetero_tetramer	X-ray diffraction	2.35	C	A2NTY6	109	0.956
2OI9	hetero_tetramer	X-ray diffraction	2.35	Q	Not Mapped	Not Mapped	Not Mapped
2P5E	hetero_pentamer	X-ray diffraction	1.89	A	P04439	274	0.806
2P5E	hetero_pentamer	X-ray diffraction	1.89	B	P61769	98	1.0
2P5E	hetero_pentamer	X-ray diffraction	1.89	C	P78358	8	0.05
2P5E	hetero_pentamer	X-ray diffraction	1.89	D	P01848	78	0.564
2P5E	hetero_pentamer	X-ray diffraction	1.89	E	Not Mapped	Not Mapped	Not Mapped
2SGP	hetero_dimer	X-ray diffraction	1.8	E	P00777	184	0.709
2SGP	hetero_dimer	X-ray diffraction	1.8	I	P68390	50	0.276
2SGQ	hetero_dimer	X-ray diffraction	1.8	E	P00777	184	0.709
2SGQ	hetero_dimer	X-ray diffraction	1.8	I	P68390	50	0.276
2UWE	hetero_pentamer	X-ray diffraction	2.4	A	P04439	274	0.806
2UWE	hetero_pentamer	X-ray diffraction	2.4	H	P04439	274	0.806
2UWE	hetero_pentamer	X-ray diffraction	2.4	B	P61769	98	1.0
2UWE	hetero_pentamer	X-ray diffraction	2.4	I	P61769	98	1.0
2UWE	hetero_pentamer	X-ray diffraction	2.4	C	Q9NPA0	8	0.0
2UWE	hetero_pentamer	X-ray diffraction	2.4	J	Q9NPA0	8	0.0
2UWE	hetero_pentamer	X-ray diffraction	2.4	E	Not Mapped	Not Mapped	Not Mapped
2UWE	hetero_pentamer	X-ray diffraction	2.4	L	Not Mapped	Not Mapped	Not Mapped
2UWE	hetero_pentamer	X-ray diffraction	2.4	F	P04213	112	0.983
2UWE	hetero_pentamer	X-ray diffraction	2.4	M	P04213	112	0.983
2VIS	hetero_trimer	X-ray diffraction	3.25	A	Not Mapped	Not Mapped	Not Mapped
2VIS	hetero_trimer	X-ray diffraction	3.25	B	Q99LC4,Q99LC4,Q99LC4	110	0.477
2VIS	hetero_trimer	X-ray diffraction	3.25	C	P03437	281	0.513
2VLN	hetero_dimer	X-ray diffraction	1.6	A	P13479	85	1.0
2VLN	hetero_dimer	X-ray diffraction	1.6	B	P09883	132	0.229
2VLO	hetero_dimer	X-ray diffraction	1.8	A	P13479	85	1.0
2VLO	hetero_dimer	X-ray diffraction	1.8	B	P09883	132	0.229
2VLP	hetero_dimer	X-ray diffraction	2.0	A	P13479	85	1.0
2VLP	hetero_dimer	X-ray diffraction	2.0	B	P09883	132	0.229
2VLQ	hetero_dimer	X-ray diffraction	1.6	A	P13479	85	1.0
2VLQ	hetero_dimer	X-ray diffraction	1.6	B	P09883	132	0.229
2VLR	hetero_pentamer	X-ray diffraction	2.3	A	P04439	274	0.806
2VLR	hetero_pentamer	X-ray diffraction	2.3	F	P04439	274	0.806
2VLR	hetero_pentamer	X-ray diffraction	2.3	B	P61769	98	1.0
2VLR	hetero_pentamer	X-ray diffraction	2.3	G	P61769	98	1.0
2VLR	hetero_pentamer	X-ray diffraction	2.3	C	P03485	8	0.036
2VLR	hetero_pentamer	X-ray diffraction	2.3	H	P03485	8	0.036
2VLR	hetero_pentamer	X-ray diffraction	2.3	D	P01848	88	0.636
2VLR	hetero_pentamer	X-ray diffraction	2.3	I	P01848	88	0.636
2VLR	hetero_pentamer	X-ray diffraction	2.3	E	P01850	128	0.733
2VLR	hetero_pentamer	X-ray diffraction	2.3	J	P01850	128	0.733
3BTD	hetero_dimer	X-ray diffraction	1.9	E	P00760	222	0.974
3BTD	hetero_dimer	X-ray diffraction	1.9	I	P00974	57	0.734
3BTE	hetero_dimer	X-ray diffraction	1.85	E	P00760	222	0.974
3BTE	hetero_dimer	X-ray diffraction	1.85	I	P00974	57	0.734
3BTF	hetero_dimer	X-ray diffraction	1.8	E	P00760	222	0.974
3BTF	hetero_dimer	X-ray diffraction	1.8	I	P00974	57	0.734
3BTG	hetero_dimer	X-ray diffraction	1.9	E	P00760	222	0.974
3BTG	hetero_dimer	X-ray diffraction	1.9	I	P00974	57	0.734
3BTH	hetero_dimer	X-ray diffraction	1.75	E	P00760	222	0.974
3BTH	hetero_dimer	X-ray diffraction	1.75	I	P00974	57	0.734
3BTM	hetero_dimer	X-ray diffraction	1.8	E	P00760	222	0.974
3BTM	hetero_dimer	X-ray diffraction	1.8	I	P00974	57	0.734
3BTQ	hetero_dimer	X-ray diffraction	1.9	E	P00760	222	0.974
3BTQ	hetero_dimer	X-ray diffraction	1.9	I	P00974	57	0.734
3BTT	hetero_dimer	X-ray diffraction	1.9	E	P00760	222	0.974
3BTT	hetero_dimer	X-ray diffraction	1.9	I	P00974	57	0.734
3BTW	hetero_dimer	X-ray diffraction	2.05	E	P00760	222	0.974
3BTW	hetero_dimer	X-ray diffraction	2.05	I	P00974	57	0.734
3D5R	hetero_dimer	X-ray diffraction	2.1	A	P01024	291	0.178
3D5R	hetero_dimer	X-ray diffraction	2.1	B	P01024	291	0.178
3D5R	hetero_dimer	X-ray diffraction	2.1	C	A6QG59	64	0.478
3D5R	hetero_dimer	X-ray diffraction	2.1	D	A6QG59	64	0.478
3D5S	hetero_dimer	X-ray diffraction	2.3	A	P01024	291	0.178
3D5S	hetero_dimer	X-ray diffraction	2.3	B	P01024	291	0.178
3D5S	hetero_dimer	X-ray diffraction	2.3	C	A6QG59	64	0.478
3D5S	hetero_dimer	X-ray diffraction	2.3	D	A6QG59	64	0.478
3EG5	hetero_tetramer	X-ray diffraction	2.7	A	P60766	177	0.932
3EG5	hetero_tetramer	X-ray diffraction	2.7	C	P60766	177	0.932
3EG5	hetero_tetramer	X-ray diffraction	2.7	B	O08808	382	0.305
3EG5	hetero_tetramer	X-ray diffraction	2.7	D	O08808	382	0.305
3H9S	hetero_pentamer	X-ray diffraction	2.7	A	P04439	274	0.806
3H9S	hetero_pentamer	X-ray diffraction	2.7	B	P61769	98	1.0
3H9S	hetero_pentamer	X-ray diffraction	2.7	C	P38110	8	0.003
3H9S	hetero_pentamer	X-ray diffraction	2.7	D	Not Mapped	Not Mapped	Not Mapped
3H9S	hetero_pentamer	X-ray diffraction	2.7	E	Not Mapped	Not Mapped	Not Mapped
3L5X	hetero_trimer	X-ray diffraction	1.9	L	Not Mapped	Not Mapped	Not Mapped
3L5X	hetero_trimer	X-ray diffraction	1.9	H	Not Mapped	Not Mapped	Not Mapped
3L5X	hetero_trimer	X-ray diffraction	1.9	A	P35225	111	0.918
3LNZ	hetero_tetramer	X-ray diffraction	1.95	A	Q00987	84	0.173
3LNZ	hetero_tetramer	X-ray diffraction	1.95	C	Q00987	84	0.173
3LNZ	hetero_tetramer	X-ray diffraction	1.95	E	Q00987	84	0.173
3LNZ	hetero_tetramer	X-ray diffraction	1.95	G	Q00987	84	0.173
3LNZ	hetero_tetramer	X-ray diffraction	1.95	I	Q00987	84	0.173
3LNZ	hetero_tetramer	X-ray diffraction	1.95	K	Q00987	84	0.173
3LNZ	hetero_tetramer	X-ray diffraction	1.95	M	Q00987	84	0.173
3LNZ	hetero_tetramer	X-ray diffraction	1.95	O	Q00987	84	0.173
3LNZ	hetero_tetramer	X-ray diffraction	1.95	B	Not Mapped	Not Mapped	Not Mapped
3LNZ	hetero_tetramer	X-ray diffraction	1.95	D	Not Mapped	Not Mapped	Not Mapped
3LNZ	hetero_tetramer	X-ray diffraction	1.95	F	Not Mapped	Not Mapped	Not Mapped
3LNZ	hetero_tetramer	X-ray diffraction	1.95	H	Not Mapped	Not Mapped	Not Mapped
3LNZ	hetero_tetramer	X-ray diffraction	1.95	J	Not Mapped	Not Mapped	Not Mapped
3LNZ	hetero_tetramer	X-ray diffraction	1.95	L	Not Mapped	Not Mapped	Not Mapped
3LNZ	hetero_tetramer	X-ray diffraction	1.95	N	Not Mapped	Not Mapped	Not Mapped
3LNZ	hetero_tetramer	X-ray diffraction	1.95	P	Not Mapped	Not Mapped	Not Mapped
3N06	hetero_dimer	X-ray diffraction	2.0	A	P01236	184	0.93
3N06	hetero_dimer	X-ray diffraction	2.0	B	P16471	209	0.351
3N0P	hetero_dimer	X-ray diffraction	2.1	A	P01236	184	0.93
3N0P	hetero_dimer	X-ray diffraction	2.1	B	P16471	209	0.351
3N4I	hetero_dimer	X-ray diffraction	1.56	A	P0AD64	264	1.0
3N4I	hetero_dimer	X-ray diffraction	1.56	B	P35804	164	1.0
3NCB	hetero_dimer	X-ray diffraction	2.1	A	P01236	184	0.93
3NCB	hetero_dimer	X-ray diffraction	2.1	B	P16471	209	0.351
3NCC	hetero_dimer	X-ray diffraction	2.5	A	P01236	184	0.93
3NCC	hetero_dimer	X-ray diffraction	2.5	B	P16471	209	0.351
3PWP	hetero_pentamer	X-ray diffraction	2.69	A	P04439	274	0.806
3PWP	hetero_pentamer	X-ray diffraction	2.69	B	P61769	98	1.0
3PWP	hetero_pentamer	X-ray diffraction	2.69	C	Not Mapped	Not Mapped	Not Mapped
3PWP	hetero_pentamer	X-ray diffraction	2.69	D	P01848	88	0.636
3PWP	hetero_pentamer	X-ray diffraction	2.69	E	Not Mapped	Not Mapped	Not Mapped
3Q3J	hetero_octamer	X-ray diffraction	1.971	A	O75051	110	0.06
3Q3J	hetero_octamer	X-ray diffraction	1.971	B	Q92730	195	0.845
3QFJ	hetero_pentamer	X-ray diffraction	2.29	A	P04439	274	0.806
3QFJ	hetero_pentamer	X-ray diffraction	2.29	B	P61769	98	1.0
3QFJ	hetero_pentamer	X-ray diffraction	2.29	C	Not Mapped	Not Mapped	Not Mapped
3QFJ	hetero_pentamer	X-ray diffraction	2.29	D	Not Mapped	Not Mapped	Not Mapped
3QFJ	hetero_pentamer	X-ray diffraction	2.29	E	Not Mapped	Not Mapped	Not Mapped
3RF3	hetero_dimer	X-ray diffraction	1.61	A	P18206	257	0.228
3RF3	hetero_dimer	X-ray diffraction	1.61	B	P18206	257	0.228
3RF3	hetero_dimer	X-ray diffraction	1.61	C	P18010	24	0.039
3RF3	hetero_dimer	X-ray diffraction	1.61	D	P18010	24	0.039
3TGK	hetero_dimer	X-ray diffraction	1.7	E	P00763	229	0.991
3TGK	hetero_dimer	X-ray diffraction	1.7	I	P00974	64	0.823
3U82	hetero_dimer	X-ray diffraction	3.164	A	Q69091	284	0.772
3U82	hetero_dimer	X-ray diffraction	3.164	B	Q15223	305	0.626
3UII	hetero_tetramer	X-ray diffraction	2.6	A	O15392	141	1.0
3UII	hetero_tetramer	X-ray diffraction	2.6	B	O15392	141	1.0
3UII	hetero_tetramer	X-ray diffraction	2.6	P	P68431	9	0.074
3UII	hetero_tetramer	X-ray diffraction	2.6	Q	P68431	9	0.074
4EKD	hetero_dimer	X-ray diffraction	2.71	A	P21279	341	0.953
4EKD	hetero_dimer	X-ray diffraction	2.71	B	P41220	131	0.626
4JFD	hetero_pentamer	X-ray diffraction	2.46	A	P04439	274	0.806
4JFD	hetero_pentamer	X-ray diffraction	2.46	B	P61769	98	1.0
4JFD	hetero_pentamer	X-ray diffraction	2.46	C	Not Mapped	Not Mapped	Not Mapped
4JFD	hetero_pentamer	X-ray diffraction	2.46	D	P01848	85	0.614
4JFD	hetero_pentamer	X-ray diffraction	2.46	E	P01850	128	0.733
4JFE	hetero_pentamer	X-ray diffraction	2.7	A	P04439	274	0.806
4JFE	hetero_pentamer	X-ray diffraction	2.7	B	P61769	98	1.0
4JFE	hetero_pentamer	X-ray diffraction	2.7	C	Not Mapped	Not Mapped	Not Mapped
4JFE	hetero_pentamer	X-ray diffraction	2.7	D	P01848	86	0.621
4JFE	hetero_pentamer	X-ray diffraction	2.7	E	P01850	128	0.733
4JGH	hetero_tetramer	X-ray diffraction	3.0	A	O14508	166	0.843
4JGH	hetero_tetramer	X-ray diffraction	3.0	B	P62869	117	1.0
4JGH	hetero_tetramer	X-ray diffraction	3.0	C	P83940	95	0.857
4JGH	hetero_tetramer	X-ray diffraction	3.0	D	Q93034	376	0.483
4KRP	hetero_tetramer	X-ray diffraction	2.823	A	P00533,P00533	4	0.521
4KRP	hetero_tetramer	X-ray diffraction	2.823	B	Not Mapped	Not Mapped	Not Mapped
4KRP	hetero_tetramer	X-ray diffraction	2.823	C	Not Mapped	Not Mapped	Not Mapped
4KRP	hetero_tetramer	X-ray diffraction	2.823	D	Not Mapped	Not Mapped	Not Mapped
4LRX	hetero_tetramer	X-ray diffraction	3.25	A	P76015	355	1.0
4LRX	hetero_tetramer	X-ray diffraction	3.25	B	P76015	355	1.0
4LRX	hetero_tetramer	X-ray diffraction	3.25	C	P76016	317	0.498
4LRX	hetero_tetramer	X-ray diffraction	3.25	D	P76016	317	0.498
4MYW	hetero_dimer	X-ray diffraction	3.189	A	P03172	284	0.774
4MYW	hetero_dimer	X-ray diffraction	3.189	C	P03172	284	0.774
4MYW	hetero_dimer	X-ray diffraction	3.189	B	Q15223	305	0.626
4MYW	hetero_dimer	X-ray diffraction	3.189	D	Q15223	305	0.626
