	PDB	Chain ID	Molecule Type	Unnamed: 0	Uniprot ID	Chain	Covered Residues	Declared_Coverage	Length	Coverage	Resolution (Å)	Chain PDB ID
741	5UFQ	D	polypeptide(L)									5UFQ_D
742	4E6K	A	polypeptide(L)	645.0	Q9HY79	A	157.0	1.0	158.0	0.9936708860759492	2.0	4E6K_A
743	4E6K	B	polypeptide(L)	646.0	Q9HY79	B	157.0	1.0	158.0	0.9936708860759492	2.0	4E6K_B
744	4E6K	C	polypeptide(L)	647.0	Q9HY79	C	157.0	1.0	158.0	0.9936708860759492	2.0	4E6K_C
745	4E6K	D	polypeptide(L)	648.0	Q9HY79	D	157.0	1.0	158.0	0.9936708860759492	2.0	4E6K_D
746	4E6K	E	polypeptide(L)	649.0	Q9HY79	E	157.0	1.0	158.0	0.9936708860759492	2.0	4E6K_E
747	4E6K	F	polypeptide(L)	650.0	Q9HY79	F	157.0	1.0	158.0	0.9936708860759492	2.0	4E6K_F
748	4E6K	G	polypeptide(L)	651.0	Q9HY80	G	72.0	1.0	73.0	0.9863013698630136	2.0	4E6K_G
749	4E6K	H	polypeptide(L)	652.0	Q9HY80	H	72.0	1.0	73.0	0.9863013698630136	2.0	4E6K_H
750	4E6K	I	polypeptide(L)	653.0	Q9HY80	I	72.0	1.0	73.0	0.9863013698630136	2.0	4E6K_I
751	2GOX	A	polypeptide(L)	654.0	P01024	A	291.0	0.178	1663.0	0.1749849669272399	2.2	2GOX_A
752	2GOX	C	polypeptide(L)	655.0	P01024	C	291.0	0.178	1663.0	0.1749849669272399	2.2	2GOX_C
753	2GOX	B	polypeptide(L)	656.0	P68799	B	64.0	0.478	165.0	0.3878787878787879	2.2	2GOX_B
754	2GOX	D	polypeptide(L)	657.0	P68799	D	64.0	0.478	165.0	0.3878787878787879	2.2	2GOX_D
755	5CYK	A	polypeptide(L)	658.0	G0SFB5	A	494.0	1.0	495.0	0.997979797979798	3.0	5CYK_A
756	5CYK	B	polypeptide(L)	659.0	G0SCK6	B	368.0	0.461	801.0	0.4594257178526841	3.0	5CYK_B
757	1B2U	A	polypeptide(L)	660.0	P00648	A	109.0	0.894	157.0	0.6942675159235668	2.1	1B2U_A
758	1B2U	B	polypeptide(L)	661.0	P00648	B	109.0	0.894	157.0	0.6942675159235668	2.1	1B2U_B
759	1B2U	C	polypeptide(L)	662.0	P00648	C	109.0	0.894	157.0	0.6942675159235668	2.1	1B2U_C
760	1B2U	D	polypeptide(L)	663.0	P11540	D	89.0	1.0	90.0	0.9888888888888888	2.1	1B2U_D
761	1B2U	E	polypeptide(L)	664.0	P11540	E	89.0	1.0	90.0	0.9888888888888888	2.1	1B2U_E
762	1B2U	F	polypeptide(L)	665.0	P11540	F	89.0	1.0	90.0	0.9888888888888888	2.1	1B2U_F
763	1B2S	A	polypeptide(L)	666.0	P00648	A	109.0	0.894	157.0	0.6942675159235668	1.82	1B2S_A
764	1B2S	B	polypeptide(L)	667.0	P00648	B	109.0	0.894	157.0	0.6942675159235668	1.82	1B2S_B
765	1B2S	C	polypeptide(L)	668.0	P00648	C	109.0	0.894	157.0	0.6942675159235668	1.82	1B2S_C
766	1B2S	D	polypeptide(L)	669.0	P11540	D	89.0	1.0	90.0	0.9888888888888888	1.82	1B2S_D
767	1B2S	E	polypeptide(L)	670.0	P11540	E	89.0	1.0	90.0	0.9888888888888888	1.82	1B2S_E
768	1B2S	F	polypeptide(L)	671.0	P11540	F	89.0	1.0	90.0	0.9888888888888888	1.82	1B2S_F
769	4ZS6	D	polypeptide(L)									4ZS6_D
770	4ZS6	L	polypeptide(L)									4ZS6_L
771	4ZS6	C	polypeptide(L)									4ZS6_C
772	4ZS6	H	polypeptide(L)									4ZS6_H
773	4ZS6	A	polypeptide(L)	672.0	W6A0A7	A	222.0	0.165	1353.0	0.164079822616408	3.166	4ZS6_A
774	4ZS6	B	polypeptide(L)	673.0	W6A0A7	B	222.0	0.165	1353.0	0.164079822616408	3.166	4ZS6_B
775	1B3S	A	polypeptide(L)	674.0	P00648	A	109.0	0.894	157.0	0.6942675159235668	2.39	1B3S_A
776	1B3S	B	polypeptide(L)	675.0	P00648	B	109.0	0.894	157.0	0.6942675159235668	2.39	1B3S_B
777	1B3S	C	polypeptide(L)	676.0	P00648	C	109.0	0.894	157.0	0.6942675159235668	2.39	1B3S_C
778	1B3S	D	polypeptide(L)	677.0	P11540	D	89.0	1.0	90.0	0.9888888888888888	2.39	1B3S_D
779	1B3S	E	polypeptide(L)	678.0	P11540	E	89.0	1.0	90.0	0.9888888888888888	2.39	1B3S_E
780	1B3S	F	polypeptide(L)	679.0	P11540	F	89.0	1.0	90.0	0.9888888888888888	2.39	1B3S_F
781	4GXU	A	polypeptide(L)	680.0	Q9WFX3	A	326.0	0.596	566.0	0.5759717314487632	3.294	4GXU_A
782	4GXU	C	polypeptide(L)	682.0	Q9WFX3	C	326.0	0.596	566.0	0.5759717314487632	3.294	4GXU_C
783	4GXU	E	polypeptide(L)	684.0	Q9WFX3	E	326.0	0.596	566.0	0.5759717314487632	3.294	4GXU_E
784	4GXU	G	polypeptide(L)	686.0	Q9WFX3	G	326.0	0.596	566.0	0.5759717314487632	3.294	4GXU_G
785	4GXU	I	polypeptide(L)	688.0	Q9WFX3	I	326.0	0.596	566.0	0.5759717314487632	3.294	4GXU_I
786	4GXU	K	polypeptide(L)	690.0	Q9WFX3	K	326.0	0.596	566.0	0.5759717314487632	3.294	4GXU_K
787	4GXU	B	polypeptide(L)	681.0	Q9WFX3	B	175.0	0.321	566.0	0.3091872791519434	3.294	4GXU_B
788	4GXU	D	polypeptide(L)	683.0	Q9WFX3	D	175.0	0.321	566.0	0.3091872791519434	3.294	4GXU_D
789	4GXU	F	polypeptide(L)	685.0	Q9WFX3	F	175.0	0.321	566.0	0.3091872791519434	3.294	4GXU_F
790	4GXU	H	polypeptide(L)	687.0	Q9WFX3	H	175.0	0.321	566.0	0.3091872791519434	3.294	4GXU_H
791	4GXU	J	polypeptide(L)	689.0	Q9WFX3	J	175.0	0.321	566.0	0.3091872791519434	3.294	4GXU_J
792	4GXU	L	polypeptide(L)	691.0	Q9WFX3	L	175.0	0.321	566.0	0.3091872791519434	3.294	4GXU_L
793	4GXU	M	polypeptide(L)									4GXU_M
794	4GXU	O	polypeptide(L)									4GXU_O
795	4GXU	Q	polypeptide(L)									4GXU_Q
796	4GXU	S	polypeptide(L)									4GXU_S
797	4GXU	U	polypeptide(L)									4GXU_U
798	4GXU	W	polypeptide(L)									4GXU_W
799	4GXU	N	polypeptide(L)									4GXU_N
800	4GXU	P	polypeptide(L)									4GXU_P
801	4GXU	R	polypeptide(L)									4GXU_R
802	4GXU	T	polypeptide(L)									4GXU_T
803	4GXU	V	polypeptide(L)									4GXU_V
804	4GXU	X	polypeptide(L)									4GXU_X
805	4G2V	A	polypeptide(L)	692.0	Q8VDU0	A	335.0	0.495	679.0	0.4933726067746686	2.4	4G2V_A
806	4G2V	B	polypeptide(L)	693.0	Q5SYB0	B	37.0	0.024	1578.0	0.0234474017743979	2.4	4G2V_B
807	4RA0	A	polypeptide(L)	694.0	Q14393	A	400.0	0.619	678.0	0.5899705014749262	3.07	4RA0_A
808	4RA0	B	polypeptide(L)	695.0	Q14393	B	400.0	0.619	678.0	0.5899705014749262	3.07	4RA0_B
809	4RA0	C	polypeptide(L)	696.0	P30530	C	194.0	0.224	894.0	0.2170022371364653	3.07	4RA0_C
810	4RA0	D	polypeptide(L)	697.0	P30530	D	194.0	0.224	894.0	0.2170022371364653	3.07	4RA0_D
811	1FY8	E	polypeptide(L)	698.0	P00763	E	232.0	0.991	246.0	0.943089430894309	1.7	1FY8_E
812	1FY8	I	polypeptide(L)	699.0	P00974	I	57.0	0.734	100.0	0.57	1.7	1FY8_I
813	4Y61	A	polypeptide(L)	700.0	Q64487	A	390.0	0.207	1912.0	0.2039748953974895	3.358	4Y61_A
814	4Y61	B	polypeptide(L)	701.0	Q810C0	B	265.0	0.297	846.0	0.3132387706855792	3.358	4Y61_B
815	4WND	A	polypeptide(L)	702.0	P81274	A	401.0	0.588	684.0	0.5862573099415205	1.5	4WND_A
816	4WND	B	polypeptide(L)	703.0	Q14CM0	B	47.0	0.036	1322.0	0.0355521936459909	1.5	4WND_B
817	4U6H	A	polypeptide(L)									4U6H_A
818	4U6H	C	polypeptide(L)									4U6H_C
819	4U6H	B	polypeptide(L)									4U6H_B
820	4U6H	D	polypeptide(L)									4U6H_D
821	4U6H	E	polypeptide(L)	704.0	P07612	E	183.0	0.736	250.0	0.732	3.1	4U6H_E
822	4U6H	J	polypeptide(L)	705.0	P07612	J	183.0	0.736	250.0	0.732	3.1	4U6H_J
823	4KRO	A	polypeptide(L)	706.0	P00533	A	617.0	0.521	1210.0	0.5099173553719009	3.054	4KRO_A
824	4KRO	B	polypeptide(L)									4KRO_B
825	4KRO	C	polypeptide(L)									4KRO_C
826	4KRO	D	polypeptide(L)									4KRO_D
827	4KRL	B	polypeptide(L)									4KRL_B
828	4KRL	A	polypeptide(L)	707.0	P00533	A	203.0	0.172	1210.0	0.1677685950413223	2.849	4KRL_A
829	4MNQ	A	polypeptide(L)	708.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.742	4MNQ_A
830	4MNQ	B	polypeptide(L)	709.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.742	4MNQ_B
831	4MNQ	C	polypeptide(L)	710.0	O14746	C	8.0	0.008	1132.0	0.0070671378091872	2.742	4MNQ_C
832	4MNQ	D	polypeptide(L)	711.0	H2RG00	D	86.0	0.53	185.0	0.4648648648648649	2.742	4MNQ_D
833	4MNQ	D	polypeptide(L)	712.0	K7N5N2	D	88.0	0.43	207.0	0.4251207729468599	2.742	4MNQ_D
834	4MNQ	E	polypeptide(L)	713.0	P01850	E	128.0	0.733	176.0	0.7272727272727273	2.742	4MNQ_E
835	1KAC	A	polypeptide(L)	714.0	P36711	A	184.0	0.315	587.0	0.313458262350937	2.6	1KAC_A
836	1KAC	B	polypeptide(L)	715.0	P78310	B	123.0	0.358	365.0	0.336986301369863	2.6	1KAC_B
837	3LZF	A	polypeptide(L)	716.0	Q9WFX3	A	326.0	0.596	566.0	0.5759717314487632	2.8	3LZF_A
838	3LZF	B	polypeptide(L)	717.0	Q9WFX3	B	175.0	0.321	566.0	0.3091872791519434	2.8	3LZF_B
839	3LZF	H	polypeptide(L)									3LZF_H
840	3LZF	L	polypeptide(L)									3LZF_L
841	3G6D	L	polypeptide(L)									3G6D_L
842	3G6D	H	polypeptide(L)									3G6D_H
843	3G6D	A	polypeptide(L)	718.0	P35225	A	111.0	0.918	146.0	0.7602739726027398	3.2	3G6D_A
844	2VIR	A	polypeptide(L)									2VIR_A
845	2VIR	B	polypeptide(L)	719.0	Q99LC4	B	97.0	0.477	463.0	0.2095032397408207	3.25	2VIR_B
846	2VIR	B	polypeptide(L)	720.0	Q99LC4	B	3.0	0.477	463.0	0.0064794816414686	3.25	2VIR_B
847	2VIR	B	polypeptide(L)	721.0	Q99LC4	B	110.0	0.477	463.0	0.2375809935205183	3.25	2VIR_B
848	2VIR	C	polypeptide(L)	722.0	P03437	C	281.0	0.513	566.0	0.4964664310954063	3.25	2VIR_C
849	3BP8	A	polypeptide(L)	723.0	P50456	A	405.0	1.0	406.0	0.9975369458128078	2.85	3BP8_A
850	3BP8	B	polypeptide(L)	724.0	P50456	B	405.0	1.0	406.0	0.9975369458128078	2.85	3BP8_B
851	3BP8	C	polypeptide(L)	725.0	P69786	C	74.0	0.157	477.0	0.1551362683438155	2.85	3BP8_C
852	3BP8	D	polypeptide(L)	726.0	P69786	D	74.0	0.157	477.0	0.1551362683438155	2.85	3BP8_D
853	3NVN	A	polypeptide(L)	727.0	Q8JL80	A	384.0	1.0	399.0	0.962406015037594	2.26	3NVN_A
854	3NVN	B	polypeptide(L)	728.0	O60486	B	472.0	0.308	1568.0	0.3010204081632653	2.26	3NVN_B
855	1U7F	A	polypeptide(L)	729.0	P84022	A	197.0	0.466	425.0	0.4635294117647058	2.6	1U7F_A
856	1U7F	C	polypeptide(L)	730.0	P84022	C	197.0	0.466	425.0	0.4635294117647058	2.6	1U7F_C
857	1U7F	B	polypeptide(L)	731.0	Q13485	B	238.0	0.433	552.0	0.4311594202898551	2.6	1U7F_B
858	3NVQ	A	polypeptide(L)	732.0	O75326	A	589.0	0.949	666.0	0.8843843843843844	2.4	3NVQ_A
859	3NVQ	E	polypeptide(L)	733.0	O75326	E	589.0	0.949	666.0	0.8843843843843844	2.4	3NVQ_E
860	3NVQ	B	polypeptide(L)	734.0	O60486	B	472.0	0.308	1568.0	0.3010204081632653	2.4	3NVQ_B
861	3NVQ	F	polypeptide(L)	735.0	O60486	F	472.0	0.308	1568.0	0.3010204081632653	2.4	3NVQ_F
862	2A9K	A	polypeptide(L)	736.0	P11233	A	174.0	0.85	206.0	0.8446601941747572	1.73	2A9K_A
863	2A9K	B	polypeptide(L)	737.0	P15879	B	210.0	1.0	251.0	0.8366533864541833	1.73	2A9K_B
864	1EFN	A	polypeptide(L)	738.0	P06241	A	58.0	0.11	537.0	0.1080074487895716	2.5	1EFN_A
865	1EFN	C	polypeptide(L)	739.0	P06241	C	58.0	0.11	537.0	0.1080074487895716	2.5	1EFN_C
866	1EFN	B	polypeptide(L)	740.0	P03406	B	151.0	0.738	206.0	0.7330097087378641	2.5	1EFN_B
867	1EFN	D	polypeptide(L)	741.0	P03406	D	151.0	0.738	206.0	0.7330097087378641	2.5	1EFN_D
868	2HLE	A	polypeptide(L)	742.0	P54760	A	179.0	0.185	987.0	0.1813576494427558	2.05	2HLE_A
869	2HLE	B	polypeptide(L)	743.0	P52799	B	137.0	0.451	333.0	0.4114114114114114	2.05	2HLE_B
870	2REX	A	polypeptide(L)	744.0	O43157	A	119.0	0.057	2135.0	0.0557377049180327	2.3	2REX_A
871	2REX	C	polypeptide(L)	745.0	O43157	C	119.0	0.057	2135.0	0.0557377049180327	2.3	2REX_C
872	2REX	B	polypeptide(L)	746.0	Q92730	B	195.0	0.845	232.0	0.8405172413793104	2.3	2REX_B
873	2REX	D	polypeptide(L)	747.0	Q92730	D	195.0	0.845	232.0	0.8405172413793104	2.3	2REX_D
874	2I26	N	polypeptide(L)	751.0	Q8JGG7	N	83.0	0.778	108.0	0.7685185185185185	2.5	2I26_N
875	2I26	O	polypeptide(L)	752.0	Q8JGG7	O	83.0	0.778	108.0	0.7685185185185185	2.5	2I26_O
876	2I26	P	polypeptide(L)	753.0	Q8JGG7	P	83.0	0.778	108.0	0.7685185185185185	2.5	2I26_P
877	2I26	L	polypeptide(L)	748.0	P00698	L	128.0	1.0	147.0	0.8707482993197279	2.5	2I26_L
878	2I26	M	polypeptide(L)	749.0	P00698	M	128.0	1.0	147.0	0.8707482993197279	2.5	2I26_M
879	2I26	Q	polypeptide(L)	750.0	P00698	Q	128.0	1.0	147.0	0.8707482993197279	2.5	2I26_Q
880	2E7L	A	polypeptide(L)	754.0	A2NTU7	A	111.0	0.452	268.0	0.4141791044776119	2.5	2E7L_A
881	2E7L	B	polypeptide(L)	755.0	A2NTU7	B	111.0	0.452	268.0	0.4141791044776119	2.5	2E7L_B
882	2E7L	C	polypeptide(L)	756.0	A2NTY6	C	114.0	0.956	144.0	0.7916666666666666	2.5	2E7L_C
883	2E7L	D	polypeptide(L)	757.0	A2NTY6	D	114.0	0.956	144.0	0.7916666666666666	2.5	2E7L_D
884	2E7L	E	polypeptide(L)	758.0	P01897	E	180.0	0.536	362.0	0.4972375690607735	2.5	2E7L_E
885	2E7L	F	polypeptide(L)	759.0	P01897	F	180.0	0.536	362.0	0.4972375690607735	2.5	2E7L_F
886	2E7L	P	polypeptide(L)									2E7L_P
887	2E7L	Q	polypeptide(L)									2E7L_Q
888	2G2W	A	polypeptide(L)	760.0	P0AD64	A	264.0	1.0	286.0	0.9230769230769232	1.8	2G2W_A
889	2G2W	B	polypeptide(L)	761.0	P35804	B	164.0	1.0	201.0	0.8159203980099502	1.8	2G2W_B
890	2J12	A	polypeptide(L)	762.0	Q80S15	A	193.0	0.924	210.0	0.919047619047619	1.5	2J12_A
891	2J12	B	polypeptide(L)	763.0	P78310	B	127.0	0.35	365.0	0.347945205479452	1.5	2J12_B
892	2GYK	A	polypeptide(L)	764.0	P13479	A	85.0	1.0	86.0	0.9883720930232558	1.6	2GYK_A
893	2GYK	E	polypeptide(L)	765.0	P13479	E	85.0	1.0	86.0	0.9883720930232558	1.6	2GYK_E
894	2GYK	B	polypeptide(L)	766.0	P09883	B	132.0	0.229	582.0	0.2268041237113402	1.6	2GYK_B
895	2GYK	F	polypeptide(L)	767.0	P09883	F	132.0	0.229	582.0	0.2268041237113402	1.6	2GYK_F
896	2J8U	A	polypeptide(L)	768.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.88	2J8U_A
897	2J8U	H	polypeptide(L)	769.0	P04439	H	274.0	0.806	365.0	0.7506849315068493	2.88	2J8U_H
898	2J8U	B	polypeptide(L)	770.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.88	2J8U_B
899	2J8U	I	polypeptide(L)	771.0	P61769	I	98.0	1.0	119.0	0.8235294117647058	2.88	2J8U_I
900	2J8U	C	polypeptide(L)	772.0	Q9NPA0	C	8.0	0.0	242.0	0.0330578512396694	2.88	2J8U_C
901	2J8U	J	polypeptide(L)	773.0	Q9NPA0	J	8.0	0.0	242.0	0.0330578512396694	2.88	2J8U_J
902	2J8U	E	polypeptide(L)	774.0	P01849	E	78.0	0.581	136.0	0.5735294117647058	2.88	2J8U_E
903	2J8U	L	polypeptide(L)	775.0	P01849	L	78.0	0.581	136.0	0.5735294117647058	2.88	2J8U_L
904	2J8U	F	polypeptide(L)	776.0	P04213	F	114.0	0.983	122.0	0.9344262295081968	2.88	2J8U_F
905	2J8U	M	polypeptide(L)	777.0	P04213	M	114.0	0.983	122.0	0.9344262295081968	2.88	2J8U_M
906	2B0Z	A	polypeptide(L)	778.0	P00431	A	293.0	0.814	361.0	0.8116343490304709	2.7	2B0Z_A
907	2B0Z	B	polypeptide(L)	779.0	P00044	B	107.0	0.991	109.0	0.981651376146789	2.7	2B0Z_B
908	2B10	A	polypeptide(L)	780.0	P00431	A	293.0	0.814	361.0	0.8116343490304709	2.8	2B10_A
909	2B10	C	polypeptide(L)	781.0	P00431	C	293.0	0.814	361.0	0.8116343490304709	2.8	2B10_C
910	2B10	B	polypeptide(L)	782.0	P00044	B	107.0	0.991	109.0	0.981651376146789	2.8	2B10_B
911	2B10	D	polypeptide(L)	783.0	P00044	D	107.0	0.991	109.0	0.981651376146789	2.8	2B10_D
912	2B11	A	polypeptide(L)	784.0	P00431	A	293.0	0.814	361.0	0.8116343490304709	2.3	2B11_A
913	2B11	C	polypeptide(L)	785.0	P00431	C	293.0	0.814	361.0	0.8116343490304709	2.3	2B11_C
914	2B11	B	polypeptide(L)	786.0	P00044	B	107.0	0.991	109.0	0.981651376146789	2.3	2B11_B
915	2B11	D	polypeptide(L)	787.0	P00044	D	107.0	0.991	109.0	0.981651376146789	2.3	2B11_D
916	2B12	A	polypeptide(L)	788.0	P00431	A	293.0	0.814	361.0	0.8116343490304709	3.02	2B12_A
917	2B12	B	polypeptide(L)	789.0	P00044	B	107.0	0.991	109.0	0.981651376146789	3.02	2B12_B
918	2UWE	A	polypeptide(L)	790.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.4	2UWE_A
919	2UWE	H	polypeptide(L)	791.0	P04439	H	274.0	0.806	365.0	0.7506849315068493	2.4	2UWE_H
920	2UWE	B	polypeptide(L)	792.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.4	2UWE_B
921	2UWE	I	polypeptide(L)	793.0	P61769	I	98.0	1.0	119.0	0.8235294117647058	2.4	2UWE_I
922	2UWE	C	polypeptide(L)	794.0	Q9NPA0	C	8.0	0.0	242.0	0.0330578512396694	2.4	2UWE_C
923	2UWE	J	polypeptide(L)	795.0	Q9NPA0	J	8.0	0.0	242.0	0.0330578512396694	2.4	2UWE_J
924	2UWE	E	polypeptide(L)									2UWE_E
925	2UWE	L	polypeptide(L)									2UWE_L
926	2UWE	F	polypeptide(L)	796.0	P04213	F	114.0	0.983	122.0	0.9344262295081968	2.4	2UWE_F
927	2UWE	M	polypeptide(L)	797.0	P04213	M	114.0	0.983	122.0	0.9344262295081968	2.4	2UWE_M
928	2SGQ	E	polypeptide(L)	798.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.8	2SGQ_E
929	2SGQ	I	polypeptide(L)	799.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.8	2SGQ_I
930	2SGP	E	polypeptide(L)	800.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.8	2SGP_E
931	2SGP	I	polypeptide(L)	801.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.8	2SGP_I
932	2P5E	A	polypeptide(L)	802.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	1.89	2P5E_A
933	2P5E	B	polypeptide(L)	803.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	1.89	2P5E_B
934	2P5E	C	polypeptide(L)	804.0	P78358	C	8.0	0.05	180.0	0.0444444444444444	1.89	2P5E_C
935	2P5E	D	polypeptide(L)	805.0	P01848	D	78.0	0.564	140.0	0.5571428571428572	1.89	2P5E_D
936	2P5E	E	polypeptide(L)									2P5E_E
937	2NU4	E	polypeptide(L)	806.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.75	2NU4_E
938	2NU4	I	polypeptide(L)	807.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.75	2NU4_I
939	2OI9	A	polypeptide(L)	808.0	P01897	A	178.0	0.53	362.0	0.4917127071823204	2.35	2OI9_A
940	2OI9	B	polypeptide(L)	809.0	P01738	B	109.0	1.0	130.0	0.8384615384615385	2.35	2OI9_B
941	2OI9	C	polypeptide(L)	810.0	A2NTY6	C	114.0	0.956	144.0	0.7916666666666666	2.35	2OI9_C
942	2OI9	Q	polypeptide(L)									2OI9_Q
943	2NU1	E	polypeptide(L)	811.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.8	2NU1_E
944	2NU1	I	polypeptide(L)	812.0	P68436	I	50.0	0.911	56.0	0.8928571428571429	1.8	2NU1_I
945	2NU2	E	polypeptide(L)	813.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.65	2NU2_E
946	2NU2	I	polypeptide(L)	814.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.65	2NU2_I
947	2NU0	E	polypeptide(L)	815.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.95	2NU0_E
948	2NU0	I	polypeptide(L)	816.0	P68436	I	50.0	0.911	56.0	0.8928571428571429	1.95	2NU0_I
949	2BNQ	A	polypeptide(L)	817.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	1.7	2BNQ_A
950	2BNQ	B	polypeptide(L)	818.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	1.7	2BNQ_B
951	2BNQ	C	polypeptide(L)	819.0	P78358	C	7.0	0.044	180.0	0.0388888888888888	1.7	2BNQ_C
952	2BNQ	D	polypeptide(L)	820.0	A0A0B4J279	D	91.0	0.989	112.0	0.8125	1.7	2BNQ_D
953	2BNQ	D	polypeptide(L)	821.0	P01848	D	88.0	0.636	140.0	0.6285714285714286	1.7	2BNQ_D
954	2BNQ	E	polypeptide(L)	822.0	A0A0K0K1A5	E	92.0	1.0	114.0	0.8070175438596491	1.7	2BNQ_E
955	2BNQ	E	polypeptide(L)	823.0	P01850	E	128.0	0.733	176.0	0.7272727272727273	1.7	2BNQ_E
956	2JCC	A	polypeptide(L)	824.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.5	2JCC_A
957	2JCC	H	polypeptide(L)	825.0	P04439	H	274.0	0.806	365.0	0.7506849315068493	2.5	2JCC_H
958	2JCC	B	polypeptide(L)	826.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.5	2JCC_B
959	2JCC	I	polypeptide(L)	827.0	P61769	I	98.0	1.0	119.0	0.8235294117647058	2.5	2JCC_I
960	2JCC	C	polypeptide(L)	828.0	Q9NPA0	C	8.0	0.0	242.0	0.0330578512396694	2.5	2JCC_C
961	2JCC	J	polypeptide(L)	829.0	Q9NPA0	J	8.0	0.0	242.0	0.0330578512396694	2.5	2JCC_J
962	2JCC	E	polypeptide(L)	830.0	P01849	E	78.0	0.581	136.0	0.5735294117647058	2.5	2JCC_E
963	2JCC	L	polypeptide(L)	831.0	P01849	L	78.0	0.581	136.0	0.5735294117647058	2.5	2JCC_L
964	2JCC	F	polypeptide(L)									2JCC_F
965	2JCC	M	polypeptide(L)									2JCC_M
966	1Y3C	E	polypeptide(L)	832.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	1.69	1Y3C_E
967	1Y3C	I	polypeptide(L)	833.0	Q40059	I	63.0	0.762	84.0	0.75	1.69	1Y3C_I
968	1Y34	E	polypeptide(L)	834.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	1.55	1Y34_E
969	1Y34	I	polypeptide(L)	835.0	Q40059	I	63.0	0.762	84.0	0.75	1.55	1Y34_I
970	1Y33	E	polypeptide(L)	836.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	1.8	1Y33_E
971	1Y33	I	polypeptide(L)	837.0	Q40059	I	63.0	0.762	84.0	0.75	1.8	1Y33_I
972	1Y1K	E	polypeptide(L)	838.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	1.56	1Y1K_E
973	1Y1K	I	polypeptide(L)	839.0	Q40059	I	63.0	0.762	84.0	0.75	1.56	1Y1K_I
974	1Y3B	E	polypeptide(L)	840.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	1.8	1Y3B_E
975	1Y3B	I	polypeptide(L)	841.0	Q40059	I	63.0	0.762	84.0	0.75	1.8	1Y3B_I
976	1Y48	E	polypeptide(L)	842.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	1.84	1Y48_E
977	1Y48	I	polypeptide(L)	843.0	Q40059	I	63.0	0.762	84.0	0.75	1.84	1Y48_I
978	1Y3D	E	polypeptide(L)	844.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	1.8	1Y3D_E
979	1Y3D	I	polypeptide(L)	845.0	Q40059	I	63.0	0.762	84.0	0.75	1.8	1Y3D_I
980	3BTT	E	polypeptide(L)	846.0	P00760	E	222.0	0.974	246.0	0.902439024390244	1.9	3BTT_E
981	3BTT	I	polypeptide(L)	847.0	P00974	I	57.0	0.734	100.0	0.57	1.9	3BTT_I
982	3BTH	E	polypeptide(L)	848.0	P00760	E	222.0	0.974	246.0	0.902439024390244	1.75	3BTH_E
983	3BTH	I	polypeptide(L)	849.0	P00974	I	57.0	0.734	100.0	0.57	1.75	3BTH_I
984	3BTG	E	polypeptide(L)	850.0	P00760	E	222.0	0.974	246.0	0.902439024390244	1.9	3BTG_E
985	3BTG	I	polypeptide(L)	851.0	P00974	I	57.0	0.734	100.0	0.57	1.9	3BTG_I
986	3BTQ	E	polypeptide(L)	852.0	P00760	E	222.0	0.974	246.0	0.902439024390244	1.9	3BTQ_E
987	3BTQ	I	polypeptide(L)	853.0	P00974	I	57.0	0.734	100.0	0.57	1.9	3BTQ_I
988	3BTM	E	polypeptide(L)	854.0	P00760	E	222.0	0.974	246.0	0.902439024390244	1.8	3BTM_E
989	3BTM	I	polypeptide(L)	855.0	P00974	I	57.0	0.734	100.0	0.57	1.8	3BTM_I
990	2VLN	A	polypeptide(L)	856.0	P13479	A	85.0	1.0	86.0	0.9883720930232558	1.6	2VLN_A
991	2VLN	B	polypeptide(L)	857.0	P09883	B	132.0	0.229	582.0	0.2268041237113402	1.6	2VLN_B
